STREET ID,STREET,FROM,TO,PCI
8160,FOREST AVENUE,RAMONA STREET,BRYANT STREET,97
8170,FOREST AVENUE,BRYANT STREET,GILMAN STREET,97
8180,FOREST AVENUE,GILMAN STREET,WAVERLEY STREET,97
8190,FOREST AVENUE,WAVERLEY STREET,COWPER STREET,97
8200,FOREST AVENUE,COWPER STREET,WEBSTER STREET,97
8210,FOREST AVENUE,WEBSTER STREET,MIDDLEFIELD ROAD,97
8220,FOREST AVENUE,MIDDLEFIELD ROAD,FULTON STREET,97
8230,FOREST AVENUE,FULTON STREET,GUINDA STREET,97
8240,FOREST AVENUE,GUINDA STREET,SENECA STREET,97
8250,FOREST AVENUE,SENECA STREET,BOYCE AVENUE,97
8260,FOREST AVENUE,BOYCE AVENUE,FOREST COURT,96
8270,FOREST AVENUE,FOREST COURT,LINCOLN AVENUE,97
8280,FOREST AVENUE,LINCOLN AVENUE,CENTER DRIVE,97
8290,FOREST COURT,FOREST AVENUE,END,97
8300,FRANDON COURT,MAYBELL AVENUE,END,93
8310,FULTON STREET,PALO ALTO AVENUE,EVERETT AVENUE,88
8320,FULTON STREET,EVERETT AVENUE,LYTTON AVENUE,89
8330,FULTON STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,92
8340,FULTON STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,93
8350,FULTON STREET,HAMILTON AVENUE,FOREST AVENUE,91
8360,FULTON STREET,ADDISON AVENUE,LINCOLN AVENUE,94
8370,FULTON STREET,LINCOLN AVENUE,KINGSLEY AVENUE,84
8380,FULTON STREET,KINGSLEY AVENUE,MELVILLE AVENUE,76
8390,FULTON STREET,EMBARCADERO  ROAD,TENNYSON AVENUE,41
8400,FULTON STREET,TENNYSON AVENUE,SEALE AVENUE,73
8410,GAILEN AVENUE,GROVE AVENUE,GAILEN CUL-DE- SAC,97
8420,GAILEN AVENUE,GAILEN CUL-DE-SAC,GAILEN COURT,97
8430,GAILEN AVENUE,GAILEN COURT,LOUIS ROAD,97
8440,GAILEN AVENUE,LOUIS ROAD,BIBBITS DRIVE,97
8450,GAILEN COURT,GAILEN AVENUE,END,97
8460,GAILEN COURT,GAILEN AVENUE,END,97
8470,GARLAND DRIVE,MIDDLEFIELD ROAD,GARLAND CUL-DE- SAC1,97
8480,GARLAND DRIVE,GARLAND CUL-DE- SAC1,GARLAND CUL-DE- SAC2,97
8490,GARLAND DRIVE,GARLAND CUL-DE- SAC2,ROSS ROAD,97
8500,GARLAND DRIVE,ROSS ROAD,GARLAND CUL-DE- SAC3,93
8510,GARLAND DRIVE,GARLAND CUL-DE- SAC3,GARLAND CUL-DE- SAC4,97
8520,GARLAND DRIVE,GARLAND CUL-DE- SAC4,LOUIS ROAD,97
8530,GARLAND DRIVE,GARLAND DRIVE,END,93
8540,GARLAND DRIVE,GARLAND DRIVE,END,93
8550,GARLAND DRIVE,GARLAND DRIVE,END,93
8560,GARLAND DRIVE,GARLAND DRIVE,END,93
8570,GARY COURT,COWPER STREET,END,85
8575,GASPAR COURT,COLORADO AVENUE,END,82
8580,GENEVIEVE COURT,MADDUX DRIVE,END,85
8590,GENG ROAD,EMBARCADERO  ROAD,END,72
8600,GEORGE HOOD  LANE,WILKIE WAY,END,92
8610,GEORGIA AVENUE,ARASTRADERO  ROAD,WALLIS COURT,97
8620,GEORGIA AVENUE,WALLIS COURT,CROSBY PLACE,92
8630,GEORGIA AVENUE,CROSBY PLACE,HUBBARTT DRIVE,92
8640,GEORGIA AVENUE,HUBBARTT DRIVE,DONALD DRIVE,83
8650,GEORGIA AVENUE,DONALD DRIVE,END,91
8660,GEORGIA AVENUE,AMARANTA AVENUE,"END, SOUTH",63
8670,GEORGIA AVENUE,AMARANTA AVENUE,ABEL AVENUE,93
8680,GEORGIA AVENUE,ABEL AVENUE,BAKER AVENUE,93
8690,GEORGIA AVENUE,BAKER AVENUE,"END, NORTH",93
8700,GILMAN STREET,HAMILTON AVENUE,FOREST AVENUE,96
8710,GLENBROOK DRIVE,POMONA AVENUE,"END, SOUTH",93
8720,GLENBROOK DRIVE,POMONA AVENUE,LOS PALOS  AVENUE,93
8730,GLENBROOK DRIVE,LOS PALOS AVENUE,"END, NORTH",93
8750,GRANT AVENUE,EL CAMINO REAL,ASH STREET,92
8760,GRANT AVENUE,ASH STREET,BIRCH STREET,92
8765,GRANT AVENUE,BIRCH STREET,PARK BOULEVARD,90
8770,GRANT AVENUE,PARK BOULEVARD,END,74
8780,GREENMEADOW  WAY,ALMA STREET,PARKSIDE DRIVE,97
8790,GREENMEADOW  WAY,PARKSIDE DRIVE,END,97
8800,EAST GREENWICH  PLACE,NEWELL ROAD,END,91
8810,WEST GREENWICH  PLACE,NEWELL ROAD,END,93
8820,GREENWOOD  AVENUE,MELVILLE AVENUE,HARRIET STREET,73
8830,GREENWOOD  AVENUE,HARRIET STREET,HUTCHINSON  AVENUE,77
8840,GREENWOOD  AVENUE,HUTCHINSON  AVENUE,NEWELL ROAD,92
8850,GREER ROAD,EDGEWOOD DRIVE,WILDWOOD LANE,96
8860,GREER ROAD,WILDWOOD LANE,IVY LANE,97
8870,GREER ROAD,IVY LANE,CHANNING AVENUE,94
8880,GREER ROAD,CHANNING AVENUE,TULIP LANE,97
8890,GREER ROAD,TULIP LANE,TULIP LANE,97
8900,GREER ROAD,TULIP LANE,EMBARCADERO  ROAD,97
8910,GREER ROAD,EMBARCADERO  ROAD,NORTH CALIFORNIA  AVENUE,97
8920,GREER ROAD,NORTH CALIFORNIA  AVENUE,ELSINORE DRIVE,93
8930,GREER ROAD,ELSINORE DRIVE,BLAIR COURT,97
8940,GREER ROAD,BLAIR COURT,OREGON  EXPRESSWAY,97
8950,GREER ROAD,OREGON  EXPRESSWAY,GREER CUL-DE- SAC1,97
8960,GREER ROAD,GREER CUL-DE- SAC1,GREER CUL-DE- SAC2,97
8970,GREER ROAD,GREER CUL-DE- SAC2,MORENO AVENUE,97
8980,GREER ROAD,MORENO AVENUE,COLONIAL LANE,97
8990,GREER ROAD,COLONIAL LANE,AMARILLO AVENUE,97
9000,GREER ROAD,AMARILLO AVENUE,METRO CIRCLE,97
9010,GREER ROAD,METRO CIRCLE,VAN AUKEN CIRCLE,97
9020,GREER ROAD,VAN AUKEN CIRCLE,MOFFETT CIRCLE,97
9030,GREER ROAD,MOFFETT CIRCLE,LAWRENCE LANE,97
9040,GREER ROAD,LAWRENCE LANE,COLORADO  AVENUE,97
9050,GREER ROAD,COLORADO AVENUE,MADDUX DRIVE,97
9060,GREER ROAD,MADDUX DRIVE,GREER CUL-DE- SAC5,97
9070,GREER ROAD,GREER CUL-DE- SAC5,MORRIS DRIVE,97
9080,GREER ROAD,MORRIS DRIVE,LOMA VERDE  AVENUE,97
9090,GREER ROAD,LOMA VERDE  AVENUE,KENNETH DRIVE,97
9100,GREER ROAD,KENNETH DRIVE,THOMAS DRIVE,97
9110,GREER ROAD,THOMAS DRIVE,JANICE WAY,97
9120,GREER ROAD,JANICE WAY,THOMAS DRIVE,97
9130,GREER ROAD,THOMAS DRIVE,KENNETH DRIVE,97
9140,GREER ROAD,KENNETH DRIVE,JANICE WAY,97
9150,GREER ROAD,JANICE WAY,LOUIS ROAD,97
9160,GREER ROAD,LOUIS ROAD,END,93
9170,GREER ROAD,GREER ROAD,END,92
9180,GREER ROAD,GREER ROAD,END,84
9190,GREER ROAD,GREER ROAD,END,92
9200,GREER ROAD,GREER ROAD,END,92
9210,GREER ROAD,GREER ROAD,END,92
9220,GREER ROAD,GREER ROAD,END,91
9230,GREER ROAD,GREER ROAD,END,93
9240,GREER ROAD,GREER ROAD,END,93
9250,GROVE AVENUE,EAST MEADOW  DRIVE,MAYVIEW AVENUE,88
9260,GROVE AVENUE,MAYVIEW AVENUE,GROVE CUL-DE- SAC1,89
9270,GROVE AVENUE,GROVE CUL-DE- SAC1,GAILEN AVENUE,92
9280,GROVE AVENUE,GAILEN AVENUE,GROVE CUL-DE- SAC2,97
9290,GROVE AVENUE,GROVE CUL-DE- SAC2,E. CHARLESTON  ROAD,96
9300,GROVE AVENUE,GROVE AVENUE,END,88
9310,GROVE AVENUE,GROVE AVENUE,END,88
9320,GUINDA STREET,PALO ALTO AVENUE,LYTTON AVENUE,91
9330,GUINDA STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,91
9340,GUINDA STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,91
9350,GUINDA STREET,HAMILTON AVENUE,FOREST AVENUE,86
9360,GUINDA STREET,FOREST AVENUE,HOMER AVENUE,91
9370,GUINDA STREET,HOMER AVENUE,CHANNING AVENUE,69
9380,GUINDA STREET,CHANNING AVENUE,ADDISON AVENUE,85
9390,GUINDA STREET,ADDISON AVENUE,LINCOLN AVENUE,100
9400,GUINDA STREET,LINCOLN AVENUE,KINGSLEY AVENUE,100
9410,GUINDA STREET,KINSLEY AVENUE,MELVILLE AVENUE,57
9420,GUINDA STREET,EMBARCADERO  ROAD,SEALE AVENUE,75
9430,HALE STREET,PALO ALTO AVENUE,UNIVERSITY  AVENUE,100
9440,HALE STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,91
9450,HALE STREET,HAMITON AVENUE,FOREST AVENUE,92
9460,HAMILTON AVENUE,ALMA STREET,HIGH STREET,86
9470,HAMILTON AVENUE,HIGH STREET,EMERSON STREET,77
9480,HAMILTON AVENUE,EMERSON STREET,RAMONA STREET,77
9490,HAMILTON AVENUE,RAMONA STREET,BRYANT STREET,89
9500,HAMILTON AVENUE,BRYANT STREET,GILMAN STREET,89
9510,HAMILTON AVENUE,GILMAN STREET,WAVERELY STREET,69
9520,HAMILTON AVENUE,WAVERELY STREET,COWPER STREET,85
9530,HAMILTON AVENUE,COWPER STREET,WEBSTER STREET,62
9540,HAMILTON AVENUE,WEBSTER STREET,BYRON STREET,91
9550,HAMILTON AVENUE,BYRON STREET,MIDDLEFIELD ROAD,91
9560,HAMILTON AVENUE,MIDDLEFIELD ROAD,FULTON STREET,88
9570,HAMILTON AVENUE,FULTON STREET,GUINDA STREET,89
9580,HAMILTON AVENUE,GUINDA STREET,SENECA STREET,89
9590,HAMILTON AVENUE,SENECA STREET,HALE STREET,88
9600,HAMILTON AVENUE,HALE STREET,CHAUCER STREET,97
9610,HAMILTON AVENUE,CHAUCER STREET,HAMILTON COURT,95
9620,HAMILTON AVENUE,HAMILTON COURT,LINCOLN AVENUE,97
9630,HAMILTON AVENUE,LINCOLN AVENUE,CRESCENT DRIVE,97
9640,HAMILTON AVENUE,CRESCENT DRIVE,CENTER DRIVE,97
9650,HAMILTON AVENUE,CENTER DRIVE,ISLAND DRIVE,93
9660,HAMILTON AVENUE,ISLAND DRIVE,NEWELL ROAD,93
9670,HAMILTON AVENUE,NEWELL ROAD,MADISON WAY,95
9680,HAMILTON AVENUE,MADISON WAY,JEFFERSON DRIVE,96
9690,HAMILTON AVENUE,JEFFERSON DRIVE,ALESTER AVENUE,96
9700,HAMILTON AVENUE,ALESTER AVENUE,PATRICIA LANE,96
9710,HAMILTON AVENUE,PATRICIA LANE,JACKSON DRIVE,95
9720,HAMILTON AVENUE,JACKSON DRIVE,RHODES DRIVE,93
9730,HAMILTON AVENUE,RHODES DRIVE,GREER ROAD,95
9740,HAMILTON COURT,HAMILTON AVENUE,END,79
9750,HANOVER STREET,STANFORD AVENUE,COLLEGE AVENUE,88
9760,HANOVER STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,90
9770,HANOVER STREET,CALIFORNIA  AVENUE,PAGE MILL ROAD,91
9780,HANOVER STREET,PAGE MILL ROAD,ANGLE,83
9785,HANOVER STREET,ANGLE,HILLVIEW AVENUE,85
9790,HANSEN WAY,PAGE MILL ROAD,RAILROAD TRACK,95
9795,HANSEN WAY,RAILROAD TRACK,EL CAMINO REAL,96
9800,HARKER AVENUE,MELVILLE AVENUE,HARRIET STREET,68
9810,HARKER AVENUE,HARRIET STREET,HUTCHINSON  AVENUE,73
9820,HARKER AVENUE,HUTCHINSON  AVENUE,CEDAR STREET,79
9830,HARKER AVENUE,CEDAR STREET,NEWELL ROAD,47
9840,HARRIET STREET,HOPKINS AVENUE,PARKINSON  AVENUE,93
9850,HARRIET STREET,PARKINSON AVENUE,HARKER AVENUE,93
9860,HARRIET STREET,HARKER AVENUE,GREENWOOD  AVENUE,93
9870,HARRIET STREET,GREENWOOD  AVENUE,CHANNING AVENUE,93
9880,HARVARD STREET,STANFORD AVENUE,COLLEGE AVENUE,84
9890,HARVARD STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,79
9900,HAWTHORNE  AVENUE,ALMA STREET,HIGH STREET,84
9910,HAWTHORNE  AVENUE,HIGH STREET,EMERSON STREET,87
9920,HAWTHORNE  AVENUE,EMERSON STREET,RAMONA STREET,41
9930,HAWTHORNE  AVENUE,RAMONA STREET,BRYANT STREET,57
9940,HAWTHORNE  AVENUE,BRYANT STREET,WAVERLEY STREET,40
9950,HAWTHORNE  AVENUE,WAVERLEY STREET,KIPLING STREET,86
9960,HAWTHORNE  AVENUE,KIPLING STREET,COWPER STREET,85
9970,HAWTHORNE  AVENUE,COWPER STREET,TASSO STREET,52
9980,HAWTHORNE  AVENUE,TASSO STREET,WEBSTER STREET,69
9990,HAWTHORNE  AVENUE,WEBSTER STREET,BYRON STREET,91
10000,HAWTHORNE  AVENUE,BYRON STREET,MIDDLEFIELD  STREET,81
10010,HEATHER LANE,EMBARCADERO  ROAD,IRIS WAY,94
10020,HEATHER LANE,IRIS WAY,CHANNING AVENUE,96
10030,HEMLOCK COURT,PONCE DRIVE,END,97
10040,HEMLOCK COURT,BRIARWOOD WAY,PONCE DRIVE,97
10050,HIGGINS PLACE,COLORADO AVENUE,END,64
10060,HIGH STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,81
10070,HIGH STREET,EVERETT AVENUE,LYTTON AVENUE,72
10080,HIGH STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,74
10090,HIGH STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,85
10100,HIGH STREET,HAMILTON AVENUE,FOREST AVENUE,97
10110,HIGH STREET,FOREST AVENUE,HOMER AVENUE,96
10120,HIGH STREET,HOMER AVENUE,CHANNING AVENUE,95
10130,HIGH STREET,CHANNING AVENUE,ADDISON AVENUE,87
10140,HIGH STREET,ADDISON AVENUE,LINCOLN AVENUE,85
10150,HIGH STREET,LINCOLN AVENUE,EMBARCADERO  ROAD,92
10160,HIGH STREET,SANTA RITA AVENUE,WASHINGTON  AVENUE,82
10170,HIGH STREET,WASHINGTON  AVENUE,NORTH CALIFORNIA  AVENUE,68
10180,HIGH STREET,NORTH CALIFORNIA  AVENUE,NEVADA AVENUE,97
10190,HIGH STREET,NEVADA AVENUE,OREGON  EXPRESSWAY,97
10200,HIGH STREET,COLORADO AVENUE,END,82
10210,HILBAR LANE,RHODES DRIVE,RHODES DRIVE,89
10220,HILLVIEW AVENUE,HANOVER STREET,FOOTHILL  EXPRESSWAY,96
10230,HILLVIEW AVENUE,FOOTHILL  EXPRESSWAY,COYOTE HILL ROAD,90
10240,HILLVIEW AVENUE,COYOTE HILL ROAD,ARASTRADERO  ROAD,61
10250,HOLLY OAK DRIVE,AMES AVENUE,AMES AVENUE,83
10270,HOMER AVENUE,ALMA STREET,HIGH STREET,90
10280,HOMER AVENUE,HIGH STREET,EMERSON STREET,90
10290,HOMER AVENUE,EMERSON STREET,RAMONA STREET,91
10300,HOMER AVENUE,RAMONA STREET,BRYANT STREET,91
10310,HOMER AVENUE,BRYANT STREET,WAVERLEY STREET,91
10320,HOMER AVENUE,WAVERLEY STREET,KIPLING STREET,79
10330,HOMER AVENUE,KIPLING STREET,COWPER STREET,87
10340,HOMER AVENUE,COWPER STREET,LANE 56,85
10345,HOMER AVENUE,LANE 56,WEBSTER STREET,85
10350,HOMER AVENUE,WEBSTER STREET,MIDDLEFIELD ROAD,48
10360,HOMER AVENUE,MIDDLEFIELD ROAD,GUINDA STREET,96
10370,HOMER AVENUE,GUINDA STREET,BOYCE STREET,97
10380,HOPKINS AVENUE,HARRIET STREET,WILSON STREET,93
10390,HOPKINS AVENUE,WILSON STREET,CEDAR STREET,93
10400,HOPKINS AVENUE,CEDAR STREET,PINE STREET,92
10410,HOPKINS AVENUE,PINE STREET,NEWELL ROAD,92
10420,HUBBARTT DRIVE,GEORGIA AVENUE,ARASTRADERO  ROAD,84
10430,HUTCHINSON  AVENUE,HARKER AVENUE,GREENWOOD  AVENUE,86
10440,HUTCHINSON  AVENUE,GREENWOOD  AVENUE,CHANNING AVENUE,67
10450,ILIMA COURT,LAGUNA AVENUE,END,98
10460,ILIMA WAY,LAGUNA AVENUE,MCGREGOR WAY,98
10470,INDIAN DRIVE,OREGON  EXPRESSWAY,ARROWHEAD WAY,85
10480,INDIAN DRIVE,ARROWHEAD WAY,CARDINAL WAY,85
10490,INDIAN DRIVE,CARDINAL WAY,MORENO AVENUE,85
10500,INDUSTRIAL  AVENUE,CHARLESTON ROAD,END,97
10510,IRIS WAY,HEATHER LANE,PRIMROSE WAY,93
10520,IRIS WAY,PRIMROSE WAY,PRIMROSE WAY,93
10530,IRVEN COURT,ALTA MESA AVENUE,"END, WEST",85
10540,IRVEN COURT,ALTA MESA AVENUE,"END, EAST",89
10550,ISLAND DRIVE,EDGEWOOD DRIVE,HAMILTON AVENUE,99
10560,IVY LANE,GREER ROAD,WILDWOOD LANE,96
10570,JACKSON DRIVE,HAMILTON AVENUE,EDGEWOOD DRIVE,95
10580,JAMES ROAD,EL CAMINO WAY,NARROW,91
10590,JAMES ROAD,NARROW,WILKIE WAY,57
10600,JANICE WAY,GREER ROAD,GREER ROAD,90
10610,JEFFERSON DRIVE,HAMILTON AVENUE,MADISON WAY,89
10620,JEFFERSON DRIVE,MADISON WAY,EDGEWOOD DRIVE,86
10630,JORDAN PLACE,STANLEY WAY,END,93
10640,JOSINA AVENUE,MATADERO AVENUE,KENDALL AVENUE,84
10650,JOSINA AVENUE,KENDALL AVENUE,BARRON AVENUE,62
10660,JULIE COURT,MATADERO AVENUE,END,47
10670,KEATS COURT,MIDDLEFIELD ROAD,END,93
10680,KELLOGG AVENUE,ALMA STREET,EMERSON STREET,100
10690,KELLOGG AVENUE,EMERSON STREET,BRYANT STREET,100
10700,KELLOGG AVENUE,BRYANT STREET,WAVERLEY STREET,100
10710,KELLOGG AVENUE,COWPER STREET,TASSO STRET,100
10720,KELLOGG AVENUE,TASSO STREET,WEBSTER STREET,100
10730,KELLOGG AVENUE,WEBSTER STREET,BYRON STREET,100
10740,KELLOGG AVENUE,BYRON STREET,MIDDLEFIELD ROAD,100
10750,KELLY WAY,SUZANNE DRIVE,SUZANNE DRIVE,93
10760,KELLY WAY,MCKELLAR LANE,SUZANNE DRIVE,93
10770,KENDALL AVENUE,JOSINA AVENUE,LA DONNA STREET,98
10780,KENDALL AVENUE,LA DONNA STREET,WHITSELL STREET,93
10790,KENDALL AVENUE,WHITSELL STREET,EL CAMINO REAL,93
10800,KENNETH DRIVE,GREER ROAD,END,92
10810,KENNETH DRIVE,GREER ROAD,GREER ROAD,91
10820,KENT PLACE,CENTER DRIVE,END,58
10830,KING ARTHUR'S  COURT,ARASTRADERO  ROAD,END,93
10840,KINGS LANE,NEWELL ROAD,END,70
10850,KINGSLEY AVENUE,ALMA STREET,EMBARCADERO  ROAD,81
10860,KINGSLEY AVENUE,END,RAMONA STREET,61
10870,KINGSLEY AVENUE,RAMONA STREET,BRYANT STREET,68
10880,KINGSLEY AVENUE,BRYANT STREET,WAVERLEY STREET,64
10890,KINGSLEY AVENUE,WAVERLEY STREET,COWPER STREET,56
10900,KINGSLEY AVENUE,COWPER STREET,WEBSTER STREET,93
10910,KINGSLEY AVENUE,WEBSTER,BYRON,93
10920,KINGSLEY AVENUE,BYRON STREET,MIDDLEFIELD ROAD,93
10930,KINGSLEY AVENUE,MIDDLEFIELD  STREET,FULTON STREET,52
10940,KINGSLEY AVENUE,FULTON STREET,GUINDA STREET,50
10950,KIPLING STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,72
10960,KIPLING STREET,EVERETT AVENUE,LYTTON AVENUE,85
10970,KIPLING STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,75
10980,KIPLING STREET,HOMER AVENUE,CHANNING AVENUE,91
10990,KIPLING STREET,COLORADO AVENUE,EL DORADO  AVENUE,91
11000,KIPLING STREET,EL DORADO AVENUE,END,95
11010,KIPLING STREET,LOMA VERDE  AVENUE,EL VERANO  AVENUE,91
11020,KIPLING STREET,EL VERANO AVENUE,COWPER STREET,91
11030,KIPLING STREET,KIPLING STREET,END,97
11040,KIRBY PLACE,MARTIN AVENUE,END,91
11050,LA CALLE,BARRON AVENUE,"END, NORTH",100
11060,LA CALLE,"END, SOUTH",BARRON AVENUE,100
11070,LA DONNA STREET,KENDALL AVENUE,BARRON AVENUE,93
11080,LA DONNA STREET,BARRON AVENUE,PAUL AVENUE,62
11090,LA DONNA STREET,PAUL AVENUE,SAN JUDE AVENUE,54
11100,LA DONNA STREET,SAN JUDE AVENUE,LA PARA AVENUE,38
11110,LA DONNA STREET,LA PARA AVENUE,LOS ROBLES  AVENUE,55
11120,LAGUNA AVENUE,MATADERO AVENUE,LAGUNA COURT,96
11130,LAGUNA AVENUE,LAGUNA COURT,BARRON AVENUE,96
11140,LAGUNA AVENUE,BARRON AVENUE,LAGUNA OAKS  PLACE,96
11150,LAGUNA AVENUE,LAGUNA OAKS  PLACE,ILIMA WAY,96
11160,LAGUNA AVENUE,ILIMA WAY,SAN JUDE AVENUE,96
11170,LAGUNA AVENUE,SAN JUDE AVENUE,LA PARA AVENUE,96
11180,LAGUNA AVENUE,LA PARA AVENUE,SHAUNA LANE,96
11190,LAGUNA AVENUE,SHAUNA LANE,LOS ROBLES  AVENUE,96
11200,LAGUNA COURT,LAGUNA AVENUE,END,93
11210,LAGUNA OAKS  PLACE,LAGUNA AVENUE,END,93
11220,LAGUNA WAY,LOS ROBLES  AVENUE,END,93
11230,LA JENNIFER WAY,LA JENNIFER WAY,END,65
11240,LA JENNIFER WAY,LA JENNIFER WAY,END,66
11250,LA JENNIFER WAY,EL CENTRO STREET,END,72
11260,LA MATA WAY,MATADERO AVENUE,END,76
11270,LAMBERT AVENUE,EL CAMINO REAL,ASH STREET,63
11280,LAMBERT AVENUE,ASH STREET,BIRCH STREET,69
11290,LAMBERT AVENUE,BIRCH STREET,PARK BOULEVARD,64
11300,LA PARA AVENUE,LAGUNA AVENUE,EL CENTRO STREET,85
11310,LA PARA AVENUE,EL CENTRO STREET,LA DONNA STREET,75
11320,LA SELVA DRIVE,BARRON AVENUE,MILITARY WAY,82
11330,LA SELVA DRIVE,MILITARY WAY,MAGNOLIA DRIVE,55
11340,LAURA LANE,E. BAYSHORE ROAD,END,85
11350,LAUREL GLEN  DRIVE,ALEXIS DRIVE,END,95
11360,LAWRENCE LANE,GREER ROAD,END,96
11370,LAYNE COURT,MIDDLEFIELD ROAD,END,97
11380,LEGHORN STREET,SAN ANTONIO  AVENUE,CITY LIMITS,97
11390,LELAND AVENUE,EL CAMINO REAL,ASH STREET,89
11400,LELAND AVENUE,ASH STREET,BIRCH STREET,52
11410,LELAND AVENUE,BIRCH STREET,PARK BOULEVARD,54
11420,LINCOLN AVENUE,ALMA STREET,HIGH STREET,85
11430,LINCOLN AVENUE,HIGH STREET,EMERSON STREET,85
11440,LINCOLN AVENUE,EMERSON STREET,RAMONA STREET,85
11450,LINCOLN AVENUE,RAMONA STREET,BRYANT STREET,85
11460,LINCOLN AVENUE,BRYANT STREET,WAVERLEY STREET,97
11470,LINCOLN AVENUE,WAVERLEY STREET,COWPER STREET,97
11480,LINCOLN AVENUE,COWPER STREET,WEBSTER STREET,97
11490,LINCOLN AVENUE,WEBSTER STREET,BYRON STREET,97
11500,LINCOLN AVENUE,BYRON STREET,MIDDLEFIELD ROAD,97
11510,LINCOLN AVENUE,MIDDLEFIELD ROAD,FULTON STREET,88
11520,LINCOLN AVENUE,FULTON AVENUE,GUINDA STREET,91
11530,LINCOLN AVENUE,GUINDA STREET,CHANNING AVENUE,93
11540,LINCOLN AVENUE,CHANNING AVENUE,REGENT PLACE,87
11550,LINCOLN AVENUE,REGENT PLACE,SOMERSET PLACE,77
11560,LINCOLN AVENUE,SOMERSET PLACE,MARTIN AVENUE,76
11570,LINCOLN AVENUE,MARTIN AVENUE,FIFE AVENUE,84
11580,LINCOLN AVENUE,FIFE AVENUE,PITMAN AVENUE,84
11590,LINCOLN AVENUE,PITMAN AVENUE,FOREST AVENUE,88
11600,LINCOLN AVENUE,FOREST AVENUE,DANA AVENUE,81
11610,LINCOLN AVENUE,DANA AVENUE,HAMILTON AVENUE,87
11620,LINCOLN AVENUE,HAMILTON AVENUE,UNIVERSITY  AVENUE,80
11630,LINCOLN AVENUE,UNIVERSITY  AVENUE,END,88
11640,LINDERO DRIVE,ALMA STREET,STARR KING  CIRCLE,95
11650,LOIS LANE,STANLEY WAY,WALNUT DRIVE,65
11660,LOMA VERDE  AVENUE,LOMA VERDE  AVENUE,END,83
11670,LOMA VERDE  AVENUE,ALMA STREET,EMERSON STREET,90
11680,LOMA VERDE  AVENUE,EMERSON STREET,RAMONA STREET,86
11690,LOMA VERDE  AVENUE,RAMONA STREET,BRYANT STREET,90
11700,LOMA VERDE  AVENUE,BRYANT STREET,SOUTH COURT,87
11710,LOMA VERDE  AVENUE,SOUTH COURT,WAVERLEY STREET,87
11720,LOMA VERDE  AVENUE,WAVERLEY STREET,KIPLING STREET,87
11730,LOMA VERDE  AVENUE,KIPLING STREET,COWPER STREET,84
11740,LOMA VERDE  AVENUE,COWPER STREET,MACKALL WAY,85
11750,LOMA VERDE  AVENUE,MACKALL WAY,AVALON COURT,82
11760,LOMA VERDE  AVENUE,AVALON COURT,FLOWERS LANE,86
11770,LOMA VERDE  AVENUE,FLOWERS LANE,MIDDLEFIELD ROAD,90
11780,LOMA VERDE  AVENUE,MIDDLEFIELD ROAD,TORREYA COURT,95
11790,LOMA VERDE  AVENUE,TORREYA COURT,LOMA VERDE  PLACE,91
11800,LOMA VERDE  AVENUE,LOMA VERDE PLACE,ROSS ROAD,96
11810,LOMA VERDE  AVENUE,ROSS ROAD,MANCHESTER  COURT,88
11820,LOMA VERDE  AVENUE,MANCHESTER  COURT,DAVID AVENUE,88
11830,LOMA VERDE  AVENUE,DAVID AVENUE,MURRAY WAY,88
11840,LOMA VERDE  AVENUE,MURRAY WAY,LOMA VERDE CUL- DE-SAC,87
11850,LOMA VERDE  AVENUE,LOMA VERDE CUL- DE-SAC,LOUIS ROAD,88
11860,LOMA VERDE  AVENUE,LOUIS ROAD,VERNON PLACE,90
11870,LOMA VERDE  AVENUE,VERNON PLACE,STOCKTON PLACE,84
11880,LOMA VERDE  AVENUE,STOCKTON PLACE,GREER ROAD,87
11890,LOMA VERDE  AVENUE,GREER ROAD,MADDUX DRIVE,88
11900,LOMA VERDE  AVENUE,MADDUX DRIVE,WEST BAYSHORE  ROAD,91
11910,LOMA VERDE  PLACE,LOMA VERDE  AVENUE,END,92
11920,LORABELLE COURT,MCKELLAR LANE,END,93
11930,LOS PALOS CIRCLE,LOS PALOS AVENUE,END,93
11940,LOS PALOS  AVENUE,ARASTRADERO  ROAD,FAIRMEDE AVENUE,93
11950,LOS PALOS  AVENUE,FAIRMEDE AVENUE,LOS PALOS PLACE,93
11960,LOS PALOS  AVENUE,LOS PALOS PLACE,LOS PALOS CIRCLE,93
11970,LOS PALOS  AVENUE,LOS PALOS CIRCLE,GLENBROOK DRIVE,93
11980,LOS PALOS PLACE,LOS PALOS AVENUE,END,93
11990,LOS ROBLES  AVENUE,RINCON CIRCLE,END,68
