STREET ID,STREET,FROM,TO,PCI
15860,OREGON AVENUE,SAINT FRANCIS  DRIVE,SIERRA COURT,79
15870,ORINDA STREET,FERNANDO AVENUE,MARGARITA  AVENUE,52
15880,ORINDA STREET,MARGARITA  AVENUE,MATADERO  AVENUE,67
15890,ORINDA STREET,MATADERO AVENUE,WILTON AVENUE,62
15900,ORME STREET,LOS ROBLES  AVENUE,END,93
15905,ORTEGA COURT,EAST MEADOW  DRIVE,END,66
15910,OTTERSON COURT,COLORADO AVENUE,END,88
15920,OXFORD AVENUE,YALE STREET,STAUTON COURT,33
15930,OXFORD AVENUE,STAUTON COURT,EL CAMINO REAL,93
15940,OXFORD AVENUE,EL CAMINO REAL,ASH STREET,54
15950,OXFORD AVENUE,ASH STREET,BIRCH STREET,60
15960,OXFORD AVENUE,BIRCH STREET,PARK BOULEVARD,75
15970,PAGE MILL ROAD,CITY LIMITS,MOODY ROAD,65
15980,PAGE MILL ROAD,MOODY ROAD,MILE MARKER 3.5,75
15985,PAGE MILL ROAD,MILE MARKER 3.5,MILE MARKER 3.3,52
15990,PAGE MILL ROAD,MILE MARKER 3.3,MILE MARKER 3.1,74
15995,PAGE MILL ROAD,MILE MARKER 3.1,MILE MARKER 2.6,49
16000,PAGE MILL ROAD,MILE MARKER 2.6,MILE MARKER 2.3,62
16005,PAGE MILL ROAD,MILE MARKER 2.3,MILE MARKER 1.9,21
16010,PAGE MILL ROAD,MILE MARKER 1.9,MILE MARKER 1.7,84
16020,PAGE MILL ROAD,MILE MARKER 1.7,WEST CITY LIMITS,58
16030,PAGE MILL ROAD,PAGE MILL AVENUE,OREGON EXPWY  RAMP E,82
16040,PAGE MILL ROAD,OREGON EXPWY  RAMP E,PARK BOULEVARD,82
16050,PAGE MILL ROAD,PARK BOULEVARD,END,97
16060,PALM STREET,UNIVERSITY  AVENUE,END,45
16070,PALO ALTO  AVENUE,EL CAMINO REAL,ALMA STREET,90
16080,PALO ALTO  AVENUE,ALMA STREET,EMERSON STREET,97
16090,PALO ALTO  AVENUE,EMERSON STREET,BRYANT STREET,97
16100,PALO ALTO  AVENUE,BRYANT STREET,WAVERLEY STREET,85
16110,PALO ALTO  AVENUE,WAVERLEY STREET,COWPER STREET,81
16120,PALO ALTO  AVENUE,COWPER STREET,TASSO STREET,80
16130,PALO ALTO  AVENUE,TASSO STREET,WEBSTER STREET,92
16140,PALO ALTO  AVENUE,WEBSTER STREET,BYRON STREET,86
16150,PALO ALTO  AVENUE,BYRON STREET,MIDDLEFIELD ROAD,66
16160,PALO ALTO  AVENUE,MIDDLEFIELD ROAD,FULTON STREET,71
16170,PALO ALTO  AVENUE,FULTON STREET,EVERETT AVENUE,97
16180,PALO ALTO  AVENUE,EVERETT AVENUE,GUINDA STREET,97
16190,PALO ALTO  AVENUE,GUINDA STREET,SENECA STREET,77
16200,PALO ALTO  AVENUE,SENECA STREET,HALE STREET,63
16210,PALO ALTO  AVENUE,HALE STREET,CHAUCER STREET,85
16220,PALO ALTO  AVENUE,CHAUCER STREET,MARLOWE STREET,83
16230,PARADISE WAY,PARADISE WAY,END,93
16240,PARADISE WAY,PARADISE WAY,END,61
16250,PARADISE WAY,MCGREGOR WAY,PARADISE CUL-DE- SAC1,93
16255,PARADISE WAY,PARADISE CUL-DE- SAC1,PARADISE CUL-DE- SAC2,93
16260,PARADISE WAY,PARADISE CUL-DE- SAC2,LAGUNA AVENUE,91
16270,PARK BOULEVARD,EL CAMINO REAL,PARK AVENUE,76
16280,PARK BOULEVARD,PARK AVENUE,BIRCH STREET,60
16290,PARK BOULEVARD,BIRCH STREET,CASTILLEJA  AVENUE,60
16300,PARK BOULEVARD,CASTILLEJA AVENUE,LELAND AVENUE,75
16310,PARK BOULEVARD,LELAND AVENUE,STANFORD AVENUE,86
16320,PARK BOULEVARD,STANFORD AVENUE,OXFORD AVENUE,97
16330,PARK BOULEVARD,OXFORD AVENUE,COLLEGE AVENUE,97
16340,PARK BOULEVARD,COLLEGE AVENUE,CAMBRIDGE  AVENUE,97
16350,PARK BOULEVARD,CAMBRIDGE  AVENUE,CALIFORNIA  AVENUE,97
16360,PARK BOULEVARD,CALIFORNIA  AVENUE,SHERMAN AVENUE,91
16370,PARK BOULEVARD,SHERMAN AVENUE,GRANT AVENUE,91
16380,PARK BOULEVARD,GRANT AVENUE,SHERIDAN AVENUE,91
16390,PARK BOULEVARD,SHERIDAN AVENUE,PAGE MILL ROAD,97
16400,PARK BOULEVARD,PAGE MILL ROAD,OLIVE AVENUE,91
16410,PARK BOULEVARD,OLIVE AVENUE,LAMBERT AVENUE,50
16420,PARK BOULEVARD,LAMBERT AVENUE,CHESTNUT AVENUE,75
16430,PARK BOULEVARD,CHESTNUT AVENUE,FERNANDO  AVENUE,76
16440,PARK BOULEVARD,FERNANDO AVENUE,MARGARITA  AVENUE,77
16450,PARK BOULEVARD,MARGARITA  AVENUE,MATADERO  AVENUE,92
16460,PARK BOULEVARD,MATADERO AVENUE,WILTON AVENUE,92
16470,PARK BOULEVARD,WILTON AVENUE,CURTNER AVENUE,97
16490,PARK BOULEVARD,CURTNER AVENUE,VENTURA AVENUE,97
16500,PARK BOULEVARD,VENTURA AVENUE,MACLANE,98
16510,PARK BOULEVARD,MACLANE,WEST MEADOW  DRIVE,97
16520,PARK BOULEVARD,WEST MEADOW  DRIVE,DAVENPORT WAY,98
16530,PARK BOULEVARD,DAVENPORT WAY,TENNESSEE LANE,98
16540,PARK BOULEVARD,TENNESSEE LANE,CAROLINA LANE,98
16550,PARK BOULEVARD,CAROLINA LANE,W. CHARLESTON  ROAD,98
16560,PARK BOULEVARD,W. CHARLESTON  ROAD,DARLINGTON  COURT,98
16570,PARK BOULEVARD,DARLINGTON  COURT,NEWBERRY COURT,98
16580,PARK BOULEVARD,NEWBERRY COURT,EDLEE AVENUE,98
16590,PARK BOULEVARD,EDLEE AVENUE,WHITCLEM DRIVE,98
16600,PARK AVENUE,EL CAMINO REAL,ASH STREET,92
16610,PARK AVENUE,ASH STREET,PARK BOULEVARD,71
16620,PARKINSON  AVENUE,MELVILLE AVENUE,HARRIET STREET,93
16630,PARKINSON  AVENUE,HARRIET STREET,WILSON STREET,93
16640,PARKINSON  AVENUE,WILSON STREET,CEDAR STREET,93
16650,PARKINSON  AVENUE,CEDAR STREET,PINE STREET,93
16660,PARKINSON  AVENUE,PINE STREET,NEWELL ROAD,92
16670,PARKSIDE DRIVE,GREENMEADOW  WAY,SCRIPPS AVENUE,97
16680,PARKSIDE DRIVE,SCRIPPS AVENUE,NELSON DRIVE,97
16690,PASTEUR DRIVE,SAND HILL ROAD,WELCH ROAD,65
16700,PASTEUR DRIVE,WELCH ROAD,SAND HILL ROAD,91
16710,PASTEUR DRIVE,WELCH ROAD,WILBUR,82
16720,PASTEUR DRIVE,WILBUR,WELCH ROAD,75
16730,PATRICIA LANE,HAMILTON AVENUE,EDGEWOOD DRIVE,86
16740,PAUL AVENUE,EL CENTRO STREET,LA DONNA STREET,82
16745,PENA COURT,MAYBELL AVENUE,END,92
16750,PEPPER AVENUE,EL CAMINO REAL,ASH STREET,91
16760,PHILLIPS ROAD,EDGEWOOD DRIVE,MADISON WAY,90
16765,PIERS COURT,LOUIS ROAD,END,92
16770,PINE STREET,HOPKINS AVENUE,PARKINSON  AVENUE,72
16780,PITMAN AVENUE,LINCOLN AVENUE,CENTER DRIVE,89
16790,PITMAN AVENUE,CENTER DRIVE,NEWELL ROAD,84
16800,POE STREET,BRYANT STREET,PALO ALTO AVENUE,84
16810,POMONA AVENUE,ARASTRADERO  ROAD,FAIRMEDE AVENUE,93
16820,POMONA AVENUE,FAIRMEDE AVENUE,GLENBROOK DRIVE,93
16830,PONCE DRIVE,HEMLOCK COURT,END,83
16840,PONCE DRIVE,PONCE DRIVE,SAN ANTONIO  AVENUE,78
16850,PORTAGE AVENUE,EL CAMINO REAL,ASH STREET,90
16860,PORTAL PLACE,MIDDLEFIELD ROAD,NORTHAMPTON  DRIVE,92
16870,PORTER DRIVE,PAGE MILL ROAD,HILLVIEW AVENUE,97
16880,PORTOLA AVENUE,MANZANITA AVENUE,MIRAMONTE  AVENUE,98
16890,PORTOLA AVENUE,MIRAMONTE  AVENUE,SEQUOIA AVENUE,98
16900,PRICE COURT,PRICE COURT,END,88
16905,PRICE COURT,PRICE COURT,END,95
16907,PRICE COURT,STERN AVENUE,PRICE COURT,97
16910,PRIMROSE WAY,HEATHER LANE,PRIMROSE WAY,93
16920,PRIMROSE WAY,PRIMROSE WAY,IRIS WAY,93
16930,PRIMROSE WAY,IRIS WAY,IRIS WAY,93
16940,PRIMROSE WAY,PRIMROSE WAY,EMBARCADERO  ROAD,93
16950,PRINCETON  STREET,STANFORD AVENUE,COLLEGE AVENUE,93
16960,PRINCETON  STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,91
16970,QUARRY ROAD,CITY LIMITS,WELCH ROAD,93
16980,QUARRY ROAD,WELCH ROAD,CITY LIMITS,93
16990,QUARRY ROAD,WELCH ROAD,ARBORETUM ROAD,97
17000,QUARRY ROAD,ARBORETUM ROAD,WELCH ROAD,97
17020,QUARRY ROAD,ARBORETUM ROAD,EL CAMINO REAL,98
17030,QUARRY ROAD,EL CAMINO REAL,ARBORETUM ROAD,98
17040,RAMBOW DRIVE,MAUREEN AVENUE,ALGER DRIVE,92
17050,RAMONA STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,67
17060,RAMONA STREET,EVERETT AVENUE,LYTTON AVENUE,62
17070,RAMONA STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,48
17080,RAMONA STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,64
17090,RAMONA STREET,HAMILTON AVENUE,FOREST AVENUE,65
17100,RAMONA STREET,FOREST AVENUE,HOMER AVENUE,95
17110,RAMONA STREET,HOMER AVENUE,CHANNING AVENUE,94
17120,RAMONA STREET,CHANNING AVENUE,ADDISON AVENUE,94
17130,RAMONA STREET,ADDISON AVENUE,LINCOLN AVENUE,85
17140,RAMONA STREET,LINCOLN AVENUE,KINGSLEY AVENUE,88
17150,RAMONA STREET,WASHINGTON  AVENUE,NORTH CALIFORNIA  AVENUE,91
17160,RAMONA STREET,NORTH CALIFORNIA  AVENUE,NEVADA AVENUE,97
17170,RAMONA STREET,NEVADA AVENUE,OREGON  EXRPESSWAY,97
17180,RAMONA STREET,COLORADO AVENUE,END,91
17190,RAMONA STREET,COLORADO AVENUE,EL DORADO  AVENUE,77
17200,RAMONA STREET,EL DORADO AVENUE,MATADERO CREEK,88
17210,RAMONA STREET,MATADERO CREEK,EL CARMELO  AVENUE,88
17220,RAMONA STREET,EL CARMELO  AVENUE,LOMA VERDE  AVENUE,91
17230,RAMONA STREET,LOMA VERDE  AVENUE,CAMPESINO  AVENUE,83
17240,RAMONA STREET,CAMPESINO  AVENUE,EL VERANO  AVENUE,83
17250,RAMONA STREET,EL VERANO AVENUE,EAST MEADOW  DRIVE,95
17260,RAMONA STREET,EAST MEADOW  DRIVE,ROOSEVELT  CIRCLE,91
17270,RAMONA STREET,ROOSEVELT CIRCLE,RAMONA CIRCLE,91
17280,RAMONA STREET,RAMONA CIRCLE,RAMONA CIRCLE,90
17290,RANDERS COURT,END,COLORADO  AVENUE,95
17300,REDWOOD CIRCLE,ROOSEVELT CIRCLE,BRYANT STREET,95
17310,REDWOOD CIRCLE,BRYANT STREET,SOUTH COURT,93
17320,REDWOOD CIRCLE,SOUTH COURT,CARLSON CIRCLE,94
17330,REDWOOD CIRCLE,CARLSON CIRCLE,STARR KING  CIRCLE,92
17340,REDWOOD CIRCLE,STARR KING CIRCLE,ROOSEVELT  CIRCLE,93
17350,REGENT PLACE,LINCOLN AVENUE,END,79
17360,RHODES DRIVE,CHANNING AVENUE,HAMILTON AVENUE,96
17370,RHODES DRIVE,HAMILTON AVENUE,HILBAR LANE,96
17380,RHODES DRIVE,HILBAR LANE,ALANNAH COURT,95
17390,RHODES DRIVE,ALANNAH COURT,HILBAR LANE,95
17400,RHODES DRIVE,HILBAR LANE,EDGEWOOD DRIVE,97
17410,RICHARDSON  COURT,ROSS ROAD,MURRAY WAY,93
17420,RICHARDSON  COURT,MURRAY WAY,END,97
17430,RINCON CIRCLE,LOS ROBLES  AVENUE,END,71
17440,RINCONADA  AVENUE,ALMA STREET,EMERSON STREET,82
17450,RINCONADA  AVENUE,EMERSON STREET,BRYANT STREET,82
17460,ROBB ROAD,MANUELA AVENUE,END,97
17470,ROOSEVELT  CIRCLE,RAMONA CIRCLE,ROOSEVELT  CIRCLE,96
17480,ROOSEVELT  CIRCLE,ROOSEVELT CIRCLE,RAMONA CIRCLE,93
17490,ROOSEVELT  CIRCLE,ROOSEVELT CIRCLE,REDWOOD CIRCLE,92
17500,RORKE WAY,AMES AVENUE,AMES AVENUE,92
17510,ROSEWOOD DRIVE,ROSEWOOD DRIVE,END,86
17520,ROSEWOOD DRIVE,ROSEWOOD DRIVE,END,89
17530,ROSEWOOD DRIVE,MORENO AVENUE,ROSEWOOD CUL- DE-SAC 1,87
17540,ROSEWOOD DRIVE,ROSEWOOD CUL- DE-SAC 1,ROSEWOOD CUL- DE-SAC 2,87
17550,ROSEWOOD DRIVE,ROSEWOOD CUL- DE-SAC2,ROSS ROAD,84
17560,ROSS ROAD,GARLAND DRIVE,OREGON  EXPRESSWAY,97
17570,ROSS ROAD,OREGON  EXPRESSWAY,MORENO AVENUE,88
17580,ROSS ROAD,MORENO AVENUE,ROSEWOOD DRIVE,92
17590,ROSS ROAD,ROSEWOOD DRIVE,MARSHALL DRIVE,85
17600,ROSS ROAD,MARSHALL DRIVE,COLORADO  AVENUE,83
17610,ROSS ROAD,COLORADO AVENUE,SUTTER AVENUE,97
17620,ROSS ROAD,SUTTER AVENUE,CLARA DRIVE,97
17630,ROSS ROAD,CLARA DRIVE,WINTERGREEN  WAY,97
17640,ROSS ROAD,WINTERGREEN WAY,STERN AVENUE,97
17650,ROSS ROAD,STERN AVENUE,ALLEN COURT,97
17660,ROSS ROAD,ALLEN COURT,LOMA VERDE  AVENUE,96
17670,ROSS ROAD,LOMA VERDE  AVENUE,ROSS COURT,97
17680,ROSS ROAD,ROSS COURT,RICHARDSON  COURT,97
17690,ROSS ROAD,RICHARDSON  COURT,AMES AVENUE,95
17700,ROSS ROAD,AMES AVENUE,STONE LANE,96
17710,ROSS ROAD,STONE LANE,TALISMAN DRIVE,97
17720,ROSS ROAD,TALISMAN DRIVE,CHRISTINE DRIVE,97
17730,ROSS ROAD,CHRISTINE DRIVE,EAST MEADOW  DRIVE,97
17740,ROSS ROAD,EAST MEADOW  DRIVE,MAYVIEW AVENUE,79
17750,ROSS ROAD,MAYVIEW AVENUE,CORINA WAY,86
17760,ROSS ROAD,CORINA WAY,CORINA WAY,89
17770,ROSS ROAD,CORINA WAY,LOUIS ROAD,88
17780,ROSS ROAD,LOUIS ROAD,NATHAN WAY,88
17790,ROSS COURT,ROSS ROAD,END,97
17800,RUTHELMA  AVENUE,W. CHARLESTON  ROAD,EDLEE AVENUE,83
17810,RUTHVEN AVENUE,WAVERLEY AVENUE,COWPER STREET,98
17820,RUTHVEN AVENUE,COWPER STREET,TASSO STREET,98
17830,RUTHVEN AVENUE,TASSO STREET,WEBSTER STREET,98
17840,SAN ANTONIO  ROAD,CITY LIMIT,SAN ANTONIO  AVENUE,91
17850,SAN ANTONIO  ROAD,CITY LIMIT,NITA AVENUE,91
17880,SAN ANTONIO  ROAD,SAN ANTONIO  AVENUE,SAN ANTONIO  AVENUE,86
17895,SAN ANTONIO  ROAD,SAN ANTONIO  AVENUE,SAN ANTONIO  RAMP T,86
17900,SAN ANTONIO  ROAD,CITY LIMIT,BYRON STREET,91
17910,SAN ANTONIO  ROAD,BYRON STREET,CITY LIMIT,91
17920,SAN ANTONIO  ROAD,BYRON STREET,MIDDLEFIELD ROAD,91
17930,SAN ANTONIO  ROAD,MIDDLEFIELD  ROAD,BYRON STREET,91
17940,SAN ANTONIO  ROAD,MIDDLEFIELD ROAD,LEGHORN STREET,91
17950,SAN ANTONIO  ROAD,LEGHORN STREET,MIDDLEFIELD ROAD,91
17960,SAN ANTONIO  ROAD,LEGHORN STREET,E. CHARLESTON  ROAD,91
17970,SAN ANTONIO  ROAD,E CHARLESTON  ROAD,LEGHORN STREET,89
17980,SAN ANTONIO  ROAD,E. CHARLESTON  ROAD,NARROW,91
17990,SAN ANTONIO  ROAD,NARROW,E. CHARLESTON  ROAD,91
18000,SAN ANTONIO  ROAD,NARROW,DIVIDER,23
18010,SAN ANTONIO  ROAD,DIVIDER,E. BAYSHORE ROAD,32
18015,SAN ANTONIO  ROAD,E. BAYSHORE ROAD,METERING STATION,47
18020,N. SAN ANTONIO  AVENUE,ALMA STREET,PONCE DRIVE,88
18030,N. SAN ANTONIO  AVENUE,PONCE DRIVE,BRIARWOOD WAY,88
18040,N. SAN ANTONIO  AVENUE,BRIARWOOD WAY,MACKAY DRIVE,88
18050,N. SAN ANTONIO  AVENUE,MACKAY DRIVE,DAKE AVENUE,91
18060,N. SAN ANTONIO  AVENUE,DAKE AVENUE,FERNE AVENUE,88
18070,N. SAN ANTONIO  AVENUE,FERNE AVENUE,BYRON STREET,88
18080,N. SAN ANTONIO  AVENUE,SAN ANTONIO  AVENUE,FABIAN STREET,87
18090,N. SAN ANTONIO  AVENUE,FABIAN STREET,E. CHARLESTON  ROAD,87
18100,S. SAN ANTONIO  AVENUE,SAN ANTONIO  AVENUE,TRANSPORT  STREET,43
18110,SANDALWOOD  COURT,CHANNING AVENUE,END,97
18120,SANDRA PLACE,COLORADO AVENUE,CLARA DRIVE,93
18130,SAN JUDE AVENUE,LAGUNA AVENUE,END,79
18140,SAN JUDE AVENUE,LA DONNA STREET,END,42
18150,SANTA ANA  STREET,CALIFORNIA  AVENUE,OREGON  EXPRESSWAY,84
18160,SANTA CATALINA  STREET,OREGON  EXPRESSWAY,END,87
18170,SANTA RITA  AVENUE,ALMA STREET,HIGH STREET,94
18180,SANTA RITA  AVENUE,HIGH STREET,EMERSON STREET,94
18190,SANTA RITA  AVENUE,EMERSON STREET,BRYANT STREET,96
18200,SANTA RITA  AVENUE,BRYANT STREET,WAVERLEY STREET,97
18210,SANTA RITA  AVENUE,WAVERLEY STREET,COWPER STREET,97
18220,SANTA RITA  AVENUE,COWPER STREET,TASSO STREET,78
18230,SANTA RITA  AVENUE,TASSO STREET,WEBSTER STREET,80
18240,SANTA RITA  AVENUE,WEBSTER STREET,BYRON STREET,73
18250,SANTA RITA  AVENUE,BYRON STREET,MIDDLEFIELD ROAD,80
18260,SCOTT STREET,END,ADDISON AVENUE,88
18270,SCRIPPS AVENUE,PARKSIDE DRIVE,BEN LOMOND  DRIVE,92
18280,SCRIPPS AVENUE,BEN LOMOND DRIVE,SCRIPPS COURT,93
18290,SCRIPPS AVENUE,SCRIPPS COURT,BEN LOMOND  DRIVE,92
18300,SCRIPPS AVENUE,BEN LOMOND DRIVE,FERNE AVENUE,92
18310,SCRIPPS COURT,SCRIPPS AVENUE,END,92
18320,SEALE AVENUE,ALMA STREET,EMERSON STREET,82
18330,SEALE AVENUE,EMERSON STREET,BRYANT STREET,91
18340,SEALE AVENUE,BRYANT STREET,WAVERELY STREET,85
18350,SEALE AVENUE,WAVERELY STREET,COWPER STREET,85
18360,SEALE AVENUE,COWPER STREET,TASSO STREET,92
18370,SEALE AVENUE,TASSO STREET,WEBSTER STREET,93
18380,SEALE AVENUE,WEBSTER STREET,BYRON STREET,93
18390,SEALE AVENUE,BYRON STREET,MIDDLEFIELD ROAD,93
18400,SEALE AVENUE,MIDDLEFIELD ROAD,FULTON STREET,56
18410,SEALE AVENUE,FULTON STREET,GUINDA STREET,82
18420,SEALE AVENUE,GUINDA STREET,NEWELL ROAD,87
18430,SEALE AVENUE,NEWELL ROAD,MARK TWAIN  STREET,85
18440,SEALE AVENUE,MARK TWAIN  STREET,BRET HARTE  STREET,93
18450,SEALE AVENUE,BRET HARTE  STREET,BARBARA DRIVE,93
18460,SEALE AVENUE,BARBARA DRIVE,END,93
18470,SECOND STREET,MACLANE,END,71
18480,SECOND STREET,WEST MEADOW  DRIVE,MACLANE,88
18490,SEMINOLE WAY,SUTHERLAND DRIVE,MAPLEWOOD  AVENUE,96
18500,SEMINOLE WAY,MAPLEWOOD  AVENUE,MONTROSE  AVENUE,96
18510,SENECA STREET,PALO ALTO AVENUE,UNIVERSITY  AVENUE,97
18520,SENECA STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,82
18530,SENECA STREET,HAMILTON AVENUE,FOREST AVENUE,93
18540,SENECA STREET,FOREST AVENUE,HOMER AVENUE,91
18550,SEQUOIA AVENUE,PORTOLA AVENUE,MADRONO AVENUE,98
18560,SEQUOIA AVENUE,MADRONO AVENUE,ESCOBITA AVENUE,98
18570,SEQUOIA AVENUE,ESCOBITA AVENUE,CASTILLEJA  AVENUE,98
18580,SEVYSON COURT,COLORADO AVENUE,END,81
18590,SHARON COURT,CHANNING AVENUE,END,96
18600,SHASTA DRIVE,MACKAY DRIVE,NELSON DRIVE,95
18610,SHAUNA LANE,LAGUNA AVENUE,END,93
18620,SHERIDAN AVENUE,EL CAMINO REAL,ASH STREET,93
18630,SHERIDAN AVENUE,ASH STREET,BIRCH STREET,93
18640,SHERIDAN AVENUE,BIRCH STREET,PARK BOULEVARD,93
18660,SHERMAN AVENUE,EL CAMINO REAL,ASH STREET,76
18670,SHERMAN AVENUE,ASH STREET,BIRCH STREET,69
18680,SHERMAN AVENUE,BIRCH STREET,PARK BOULEVARD,84
18690,SHERMAN AVENUE,PARK BOULEVARD,END,55
18700,SIERRA COURT,OREGON  EXPRESSWAY,END,96
18710,SILVA AVENUE,MONROE DRIVE,SILVA COURT,98
18720,SILVA AVENUE,SILVA COURT,CITY LIMITS,97
18730,SILVA COURT,SILVA AVENUE,END,97
18735,SIMKINS COURT,COLORADO AVENUE,END,97
18740,SOUTHAMPTON  DRIVE,PORTAL PLACE,NEWELL ROAD,91
18750,SOUTHAMPTON  DRIVE,NEWELL ROAD,NORTHAMPTON  DRIVE,92
18760,SOLANA DRIVE,ENCINA GRANDE  DRIVE,CEREZA DRIVE,83
18770,SOLANA DRIVE,CEREZA DRIVE,FLORALES DRIVE,83
18780,SOMERSET PLACE,LINCOLN AVENUE,END,76
18790,SOUTH COURT,CALIFORNIA  AVENUE,OREGON  EXPRESSWAY,97
18800,SOUTH COURT,END,COLORADO  AVENUE,91
18810,SOUTH COURT,COLORADO AVENUE,EL DORADO  AVENUE,83
18820,SOUTH COURT,EL DORADO AVENUE,MATADERO CREEK,92
18830,SOUTH COURT,MATADERO CREEK,EL CARMELO  AVENUE,87
18840,SOUTH COURT,EL CARMELO  AVENUE,LOMA VERDE  AVENUE,87
18850,SOUTH COURT,LOMA VERDE  AVENUE,CAMPESINO  AVENUE,78
18860,SOUTH COURT,CAMPESINO  AVENUE,EL VERANO  AVENUE,86
18870,SOUTH COURT,EL VERANO AVENUE,EAST MEADOW  DRIVE,96
18880,SOUTH COURT,EAST MEADOW  DRIVE,REDWOOD CIRCLE,95
18890,SOUTHWOOD  DRIVE,HAMILTON AVENUE,CRESCENT DRIVE,72
18900,SOUTHWOOD  DRIVE,CRESCENT DRIVE,EDGEWOOD DRIVE,78
18910,SOUTHWOOD  DRIVE,EDGEWOOD DRIVE,END,77
18920,STANFORD  AVENUE,CITY LIMIT,AMHERST STREET,64
18930,STANFORD  AVENUE,AMHERST STREET,BOWDOIN STREET,84
18940,STANFORD  AVENUE,BOWDOIN STREET,COLUMBIA STREET,90
18950,STANFORD  AVENUE,COLUMBIA STREET,DARTMOUTH  STREET,89
18960,STANFORD  AVENUE,DARMOUTH STREET,HANOVER STREET,83
18970,STANFORD  AVENUE,HANOVER STREET,HARVARD STREET,82
18980,STANFORD  AVENUE,HARVARD STREET,OBERLIN STREET,83
18990,STANFORD  AVENUE,OBERLIN STREET,PRINCETON  STREET,82
19000,STANFORD  AVENUE,PRINCETON STREET,CORNELL STREET,81
19010,STANFORD  AVENUE,CORNELL STREET,WELLESLEY  STREET,81
19020,STANFORD  AVENUE,WELLESLEY STREET,WILLIAMS STREET,82
19030,STANFORD  AVENUE,WILLIAMS STREET,YALE STREET,82
19040,STANFORD  AVENUE,YALE STREET,EL CAMINO REAL,82
19050,STANFORD  AVENUE,EL CAMINO REAL,ASH STREET,95
19060,STANFORD  AVENUE,ASH STREET,BIRCH STREET,91
19070,STANFORD  AVENUE,BIRCH STREET,PARK BOULEVARD,91
19080,STANLEY WAY,WALNUT DRIVE,JORDAN PLACE,92
19090,STANLEY WAY,JORDAN PLACE,LOIS LANE,93
19100,STANLEY WAY,LOIS LANE,WALTER HAYS  DRIVE,93
19110,STANLEY WAY,WALTER HAYS  DRIVE,CHANNING AVENUE,93
19120,STARR KING  CIRCLE,LINDERO DRIVE,REDWOOD CIRCLE,96
19130,STARR KING  CIRCLE,REDWOOD CIRCLE,WRIGHT PLACE,97
19140,STARR KING  CIRCLE,WRIGHT PLACE,LINDERO DRIVE,90
19150,STAUNTON COURT,OXFORD AVENUE,COLLEGE AVENUE,93
19160,SAINT CLAIRE  DRIVE,COWPER STREET,SAINT MICHAEL  DRIVE,91
19170,SAINT CLAIRE  DRIVE,SAINT MICHAEL  DRIVE,SAINT MICHAEL  DRIVE,91
19180,SAINT CLAIRE  DRIVE,SAINT MICHAEL  DRIVE,MIDDLEFIELD ROAD,97
19190,STELLING DRIVE,DAVID AVENUE,STELLING CUL-DE- SAC,92
19200,STELLING DRIVE,STELLING CUL-DE- SAC,DAVID AVENUE,87
19210,STELLING DRIVE,DAVID AVENUE,LOUIS ROAD,92
19220,STELLING DRIVE,STELLING DRIVE,END,91
19230,STERN AVENUE,ROSS ROAD,END,97
19240,SAINT FRANCIS  DRIVE,CHANNING AVENUE,EMBARCADERO  ROAD,89
19250,SAINT FRANCIS  DRIVE,EMBARCADERO  ROAD,ST. FRANCIS CUL- DE-SAC1,93
19260,SAINT FRANCIS  DRIVE,ST. FRANCIS CUL- DE-SAC1,ST. FRANCIS CUL- DE-SAC2,92
19270,SAINT FRANCIS  DRIVE,ST. FRANCIS CUL- DE-SAC2,OREGON AVENUE,93
19280,SAINT FRANCIS  DRIVE,SAINT FRANCIS  DRIVE,END,93
19290,SAINT FRANCIS  DRIVE,SAINT FRANCIS  DRIVE,END,89
19300,SAINT MICHAEL  DRIVE,SAINT CLAIRE DRIVE,SAINT MICHAEL  COURT,76
19310,SAINT MICHAEL  DRIVE,SAINT MICHAEL  COURT,SAINT CLAIRE  DRIVE,79
19320,SAINT MICHAEL  COURT,SAINT MICHAEL  DRIVE,END,75
19330,STOCKTON PLACE,MADDUX DRIVE,CLIFTON COURT,78
19340,STOCKTON PLACE,CLIFTON COURT,LOMA VERDE  AVENUE,90
19350,STOCKTON PLACE,LOMA VERDE  AVENUE,VERNON PLACE,91
19360,STONE LANE,ROSS ROAD,END,97
19370,SUTHERLAND  DRIVE,E. CHARLESTON  ROAD,SEMINOLE WAY,97
19380,SUTHERLAND  DRIVE,SEMINOLE WAY,MAPLEWOOD  PLACE,95
19390,SUTHERLAND  DRIVE,MAPLEWOOD PLACE,MONTROSE  AVENUE,97
19400,SUTHERLAND  DRIVE,MONTROSE AVENUE,END,97
19410,SUTTER AVENUE,MIDDLEFIELD ROAD,CLARA DRIVE,91
19420,SUTTER AVENUE,CLARA DRIVE,ROSS ROAD,96
19430,SUTTER AVENUE,ROSS ROAD,END,85
19450,SUZANNE DRIVE,ARASTRADERO  ROAD,KELLY WAY,93
19455,SUZANNE COURT,SUZANNE DRIVE,END,93
19460,SYCAMORE DRIVE,LOUIS ROAD,"END, WEST",69
